,ordernumber,orderdate,channel,order_quantity,unit_price,revenue,total_unit_cost,profit_per_unit,customer_names,product_name,county,state_code,state,region_type,latitude,longitude,population,region,2017_budgets
7989,SO - 000386,2017-07-12,Wholesale,6,1025.1000000000001,6150.6,779.0760000000001,246.024,Liberty Group,Product 29,Lane County,OR,Oregon,City,44.05207,-123.08675,163460,West,594471.5700000001
7990,SO - 0002412,2017-07-12,Wholesale,6,1058.6000000000001,6351.6,719.8480000000002,338.75199999999995,NCS Group,Product 10,Middlesex County,MA,Massachusetts,City,42.33704,-71.20922,88817,Northeast,864331.624
7991,SO - 0003191,2017-07-12,Distributor,6,964.8000000000001,5788.8,627.1200000000001,337.67999999999995,Gabvine Ltd,Product 2,Carson City,NV,Nevada,Other,39.1638,-119.7674,54521,West,3050087.565
7992,SO - 0004116,2017-07-12,Distributor,10,1152.4,11524.0,760.5840000000001,391.81600000000003,Bluezoom Group,Product 6,DuPage County,IL,Illinois,Township,41.86177,-87.9761,125730,Midwest,1672229.416
7993,SO - 0005914,2017-07-12,Export,10,1212.7,12127.0,1006.5409999999999,206.1590000000001,Tagfeed Ltd,Product 25,San Mateo County,CA,California,City,37.48522,-122.23635,85288,West,5342315.484
7994,SO - 0006284,2017-07-12,Wholesale,5,984.9,4924.5,630.336,354.56399999999996,Liberty Group,Product 5,Solano County,CA,California,City,38.35658,-121.98774,96803,West,3925424.5420000004
7995,SO - 0006681,2017-07-12,Wholesale,10,5942.900000000001,59429.00000000001,4754.320000000001,1188.58,Bath Group,Product 8,Webb County,TX,Texas,City,27.50641,-99.50754,255473,South,1085037.3290000001
7996,SO - 0006830,2017-07-12,Distributor,5,1045.2,5226.0,804.8040000000001,240.39599999999996,US Ltd,Product 7,Clackamas County/Multnomah County/Washington County,OR,Oregon,City,45.53695,-122.64997,632309,West,889737.555
7997,SO - 0008895,2017-07-12,Wholesale,7,1078.7,7550.900000000001,862.96,215.74,Centizu Company,Product 13,Rogers County/Wagoner County/Osage County/Tulsa County,OK,Oklahoma,City,36.12795,-95.90232,403505,South,3720639.645
7998,SO - 0008097,2017-07-12,Export,9,5071.900000000001,45647.100000000006,3246.0160000000005,1825.884,Skidoo Company,Product 2,Lake County,IN,Indiana,City,41.58337,-87.50004,77614,Midwest,3050087.565
7999,SO - 0010711,2017-07-12,Distributor,12,1038.5,12462.0,591.9449999999999,446.55500000000006,Holston Company,Product 25,New Hanover County,NC,North Carolina,City,34.22573,-77.94471,115933,South,5342315.484
8000,SO - 000505,2017-07-12,Wholesale,10,1045.2,10452.0,700.2840000000001,344.91599999999994,CLINIQUE Ltd,Product 21,El Paso County,TX,Texas,City,31.75872,-106.48693,681124,South,959899.2180000001
8001,SO - 0001097,2017-07-12,Wholesale,6,2659.9,15959.400000000001,1915.128,744.7720000000002,Accord Group,Product 20,Ocean County,NJ,New Jersey,Township,40.0908,-74.36126,56416,Northeast,2067108.1199999999
8002,SO - 0002499,2017-07-12,Wholesale,10,1092.1000000000001,10921.000000000002,917.364,174.7360000000001,Devpoint Group,Product 16,Madison County,TN,Tennessee,City,35.61452,-88.81395,66975,South,2062061.144
8003,SO - 0007252,2017-07-12,Export,12,5386.8,64641.600000000006,4417.1759999999995,969.6240000000007,Remedy Ltd,Product 9,Suffolk County,NY,New York,Town,40.88409,-73.37676,204398,Northeast,710415.405
8004,SO - 0009064,2017-07-12,Wholesale,9,1132.3,10190.699999999999,871.871,260.429,Cantrell Company,Product 25,Madison County/Warren County/Dallas County/Polk County,IA,Iowa,City,41.54994,-93.78135,64113,Midwest,5342315.484
8005,SO - 0009725,2017-07-12,Distributor,12,2345.0,28140.0,1031.8,1313.2,Cogilith Group,Product 5,Adams County/Douglas County/Arapahoe County,CO,Colorado,City,39.688,-104.68974,359407,West,3925424.5420000004
8006,SO - 0005421,2017-07-13,Wholesale,11,3999.9,43998.9,2799.93,1199.9700000000003,Fatz Group,Product 19,Cook County,IL,Illinois,City,42.04114,-87.69006,75527,Midwest,1645841.6
8007,SO - 0007464,2017-07-13,Wholesale,9,1078.7,9708.300000000001,765.877,312.8230000000001,Quimm Company,Product 8,Pennington County,SD,South Dakota,City,44.08054,-103.23101,73569,Midwest,1085037.3290000001
8008,SO - 000773,2017-07-13,Distributor,12,3055.2000000000003,36662.4,1497.048,1558.1520000000003,Flipbug Ltd,Product 5,Kenosha County,WI,Wisconsin,City,42.58474,-87.82119,99858,Midwest,3925424.5420000004
8009,SO - 000796,2017-07-13,Distributor,5,6338.2,31691.0,3802.9199999999996,2535.28,Realbridge Corp,Product 2,Hampton city,VA,Virginia,City,37.02987,-76.34522,136454,South,3050087.565
8010,SO - 0004679,2017-07-13,Distributor,8,187.6,1500.8,99.428,88.172,Army Group,Product 13,York County,SC,South Carolina,City,34.92487,-81.02508,71548,South,3720639.645
8011,SO - 0004745,2017-07-13,Wholesale,6,3798.9,22793.4,2925.1530000000002,873.7469999999998,Realpoint Corp,Product 25,Maricopa County,AZ,Arizona,City,33.37032,-112.58378,62138,West,5342315.484
8012,SO - 0010290,2017-07-13,Wholesale,5,2391.9,11959.5,1148.112,1243.788,Realpoint Corp,Product 26,Miami-Dade County,FL,Florida,CDP,25.75871,-80.39839,57123,South,5685138.2700000005
8013,SO - 0009105,2017-07-13,Distributor,9,1112.2,10009.800000000001,800.784,311.41600000000005,Cogilith Group,Product 2,Vigo County,IN,Indiana,City,39.4667,-87.41391,60825,Midwest,3050087.565
8014,SO - 0010569,2017-07-13,Wholesale,8,1118.9,8951.2,839.1750000000001,279.725,Cantrell Company,Product 18,Hamilton County,IN,Indiana,Township,40.05365,-86.02173,56473,Midwest,2309499.045
8015,SO - 000832,2017-07-13,Wholesale,10,2010.0,20100.0,884.4,1125.6,Colgate-Pa Group,Product 13,Fairfield County,CT,Connecticut,City,41.39482,-73.45401,84657,Northeast,3720639.645
8016,SO - 0001102,2017-07-13,Wholesale,5,2291.4,11457.0,1603.98,687.4200000000001,Johnson Ltd,Product 22,Miami-Dade County,FL,Florida,City,25.94204,-80.2456,113187,South,663601.902
8017,SO - 0001580,2017-07-13,Distributor,11,1159.1000000000001,12750.100000000002,567.9590000000001,591.1410000000001,Aveda Group,Product 5,Denton County,TX,Texas,City,33.21484,-97.13307,131044,South,3925424.5420000004
8018,SO - 0002423,2017-07-13,Wholesale,8,221.1,1768.8,168.036,53.06399999999999,Tambee Company,Product 26,Bucks County,PA,Pennsylvania,CDP,40.15511,-74.82877,51326,Northeast,5685138.2700000005
8019,SO - 0002446,2017-07-13,Export,8,1715.2,13721.6,891.9040000000001,823.2959999999999,Mydeo Ltd,Product 1,New Haven County,CT,Connecticut,Town,41.310810000000004,-72.92495,130322,Northeast,3016489.209
8020,SO - 0002979,2017-07-13,Distributor,5,3892.7000000000003,19463.5,1868.496,2024.2040000000002,NCS Group,Product 30,Wyandotte County,KS,Kansas,City,39.11417,-94.62746,151306,Midwest,1011609.684
8021,SO - 0003049,2017-07-13,Wholesale,6,737.0,4422.0,501.16,235.83999999999997,Bath Group,Product 20,Nassau County,NY,New York,CDP,40.72593,-73.51429,52485,Northeast,2067108.1199999999
8022,SO - 0010753,2017-07-13,Distributor,5,167.5,837.5,142.375,25.125,Kare Corp,Product 25,Winnebago County,WI,Wisconsin,City,44.02471,-88.54261,66555,Midwest,5342315.484
8023,SO - 0008337,2017-07-13,Distributor,10,1105.5,11055.0,442.20000000000005,663.3,Valeant Corp,Product 18,Ramsey County,MN,Minnesota,City,44.94441,-93.09327,300851,Midwest,2309499.045
8024,SO - 0002578,2017-07-13,Wholesale,11,6217.6,68393.6,4911.904,1305.696,BTA Corp,Product 1,San Diego County,CA,California,City,33.03699,-117.29198,62930,West,3016489.209
8025,SO - 0002724,2017-07-13,Wholesale,5,234.5,1172.5,117.25,117.25,Epic Group,Product 2,Orange County,FL,Florida,City,28.53834,-81.37924,270934,South,3050087.565
8026,SO - 0003105,2017-07-13,Wholesale,10,5038.400000000001,50384.00000000001,2267.28,2771.1200000000003,Zoonder Group,Product 24,Summit County,OH,Ohio,City,41.08144,-81.51901,197542,Midwest,756557.97
8027,SO - 0004462,2017-07-13,Distributor,11,837.5,9212.5,502.5,335.0,Buzzshare Company,Product 4,Orange County,CA,California,City,33.64113,-117.91867,113204,West,2885560.824
8028,SO - 0006435,2017-07-13,Distributor,8,944.7,7557.6,802.995,141.70500000000004,Cogilith Group,Product 1,Durham County/Orange County/Wake County,NC,North Carolina,City,35.98115,-78.90293,257636,South,3016489.209
8029,SO - 0009355,2017-07-13,Wholesale,12,2398.6,28783.199999999997,1127.3419999999999,1271.258,Eidel Corp,Product 19,Monterey County,CA,California,City,36.67774,-121.6555,157380,West,1645841.6
8030,SO - 0002557,2017-07-13,Distributor,8,4006.6,32052.8,1843.036,2163.564,Fivechat Company,Product 18,Passaic County,NJ,New Jersey,Township,40.94585,-74.24508,55210,Northeast,2309499.045
8031,SO - 0002729,2017-07-13,Distributor,8,2525.9,20207.2,1995.4610000000002,530.4389999999999,Family Corp,Product 16,Maricopa County,AZ,Arizona,City,33.42227,-111.82264,471825,West,2062061.144
8032,SO - 0001263,2017-07-13,Wholesale,12,1072.0,12864.0,514.56,557.44,Skidoo Company,Product 15,Passaic County,NJ,New Jersey,City,40.85677,-74.12848,71085,Northeast,3299478.315
8033,SO - 0004165,2017-07-13,Wholesale,8,2639.8,21118.4,1847.86,791.9400000000003,Tekfly Group,Product 30,Allen County,IN,Indiana,Township,41.05238,-85.16209,106185,Midwest,1011609.684
8034,SO - 0005729,2017-07-13,Wholesale,10,3825.7000000000003,38257.0,1836.336,1989.3640000000003,Vimbo Company,Product 13,Vigo County,IN,Indiana,Township,39.47555,-87.38835,51268,Midwest,3720639.645
8035,SO - 0009249,2017-07-13,Wholesale,6,1072.0,6432.0,825.44,246.55999999999995,Johnson Ltd,Product 2,Warren County,KY,Kentucky,City,36.99032,-86.4436,63616,South,3050087.565
8036,SO - 0010172,2017-07-13,Distributor,7,1179.2,8254.4,896.192,283.00800000000004,Twinte Group,Product 25,King County,WA,Washington,City,47.75565,-122.34152,55439,West,5342315.484
8037,SO - 000426,2017-07-14,Wholesale,7,1165.8,8160.599999999999,582.9,582.9,Safecor Corp,Product 15,Boone County,MO,Missouri,City,38.95171,-92.33407,119108,Midwest,3299478.315
8038,SO - 0001424,2017-07-14,Distributor,7,1688.4,11818.800000000001,844.2,844.2,Nlounge Ltd,Product 19,Baltimore County,MD,Maryland,CDP,39.25066,-76.52052,62186,South,1645841.6
8039,SO - 0001606,2017-07-14,Wholesale,11,1092.1000000000001,12013.100000000002,720.7860000000002,371.31399999999996,Roomm Company,Product 25,Adams County/Douglas County/Arapahoe County,CO,Colorado,City,39.688,-104.68974,359407,West,5342315.484
8040,SO - 0004767,2017-07-14,Distributor,12,3865.9,46390.8,3247.3559999999998,618.5440000000003,GOOD Ltd,Product 14,Brevard County,FL,Florida,City,28.08363,-80.60811,80127,South,4028698.4090000005
8041,SO - 0006093,2017-07-14,Wholesale,11,6177.400000000001,67951.40000000001,5065.468,1111.9320000000007,Mita Corp,Product 3,Wayne County,MI,Michigan,Charter Township,42.30754,-83.48577,89879,Midwest,2642352.432
8042,SO - 0009809,2017-07-14,Distributor,5,1098.8,5494.0,505.448,593.352,Flipstorm Group,Product 25,Riverside County,CA,California,City,33.74752,-116.97197,83861,West,5342315.484
8043,SO - 0001095,2017-07-14,Wholesale,7,971.5,6800.5,437.175,534.325,H Ltd,Product 27,Monroe County,NY,New York,CDP,43.2134,-77.57972,51594,Northeast,964940.2310000001
8044,SO - 0001640,2017-07-14,Wholesale,9,2613.0,23517.0,2168.79,444.21000000000004,Skidoo Company,Product 2,Cass County/Platte County/Jackson County/Clay County,MO,Missouri,City,39.12513,-94.55103,475378,Midwest,3050087.565
8045,SO - 0004022,2017-07-14,Distributor,8,1876.0,15008.0,1482.04,393.96000000000004,Shuffledri Group,Product 26,Los Angeles County,CA,California,City,34.14778,-118.14452,142250,West,5685138.2700000005
8046,SO - 0006267,2017-07-14,Wholesale,6,3705.1,22230.6,2260.111,1444.989,Shuffledri Group,Product 8,San Bernardino County,CA,California,Town,34.50083,-117.18588,72174,West,1085037.3290000001
8047,SO - 000339,2017-07-14,Wholesale,8,1139.0,9112.0,740.35,398.65,Podcat Corp,Product 6,Palm Beach County,FL,Florida,City,26.52535,-80.06643,73966,South,1672229.416
8048,SO - 0002352,2017-07-14,Distributor,5,1139.0,5695.0,626.45,512.55,Skyvu Group,Product 17,Douglas County,CO,Colorado,CDP,39.55388,-104.96943,101350,West,2119616.824
8049,SO - 0002844,2017-07-14,Distributor,5,1098.8,5494.0,824.0999999999999,274.70000000000005,Wordpedia Ltd,Product 20,Orange County,CA,California,City,33.83529,-117.9145,350742,West,2067108.1199999999
8050,SO - 0005122,2017-07-14,Wholesale,8,2525.9,20207.2,1869.166,656.7340000000002,NARS Group,Product 30,Norfolk County,MA,Massachusetts,City,42.20668,-70.94585000000001,55957,Northeast,1011609.684
8051,SO - 0006983,2017-07-14,Wholesale,9,3892.7000000000003,35034.3,2997.3790000000004,895.3209999999999,Voolia Ltd,Product 20,Story County,IA,Iowa,City,42.03471,-93.61994,65060,Midwest,2067108.1199999999
8052,SO - 0007706,2017-07-14,Export,6,864.3000000000001,5185.8,579.0810000000001,285.21899999999994,Yombu Corp,Product 21,New Haven County,CT,Connecticut,Town,41.22509,-73.06111,53592,Northeast,959899.2180000001
8053,SO - 0009713,2017-07-14,Export,11,2278.0,25058.0,1047.88,1230.12,BB17 Company,Product 11,Muscogee County,GA,Georgia,City,32.46098,-84.98771,200579,South,1230458.484
8054,SO - 0010550,2017-07-14,Distributor,5,3953.0,19765.0,1699.79,2253.21,Accord Group,Product 23,Union County,NJ,New Jersey,City,40.66399,-74.2107,129007,Northeast,1135815.7580000001
8055,SO - 0001042,2017-07-14,Wholesale,8,3986.5,31892.0,1674.33,2312.17,Chatterbri Ltd,Product 21,Pima County,AZ,Arizona,CDP,32.32341,-110.9951,68525,West,959899.2180000001
8056,SO - 0001177,2017-07-14,Distributor,12,5775.400000000001,69304.8,4273.796,1501.6040000000003,Cogidoo Company,Product 4,Marion County,IN,Indiana,Township,39.67674,-86.15616,113236,Midwest,2885560.824
8057,SO - 0001393,2017-07-14,Wholesale,11,857.6,9433.6,548.864,308.736,Mydo Corp,Product 4,Miami-Dade County,FL,Florida,City,25.72149,-80.26838,51117,South,2885560.824
8058,SO - 0007923,2017-07-14,Wholesale,8,1078.7,8629.6,679.581,399.119,Fatz Group,Product 1,Riverside County,CA,California,City,33.95333,-117.39611,322424,West,3016489.209
8059,SO - 0001209,2017-07-14,Wholesale,12,174.20000000000002,2090.4,114.97200000000002,59.227999999999994,Eidel Corp,Product 5,Maricopa County,AZ,Arizona,Town,33.35283,-111.78903,247542,West,3925424.5420000004
8060,SO - 0002126,2017-07-14,Distributor,7,1038.5,7269.5,633.485,405.015,Aromaticos Company,Product 14,Cook County/Kane County,IL,Illinois,City,42.03964,-88.32171,112111,Midwest,4028698.4090000005
8061,SO - 0003165,2017-07-14,Distributor,6,1051.9,6311.400000000001,420.76000000000005,631.1400000000001,EMD Group,Product 13,Sacramento County,CA,California,CDP,38.61713,-121.32828,63314,West,3720639.645
8062,SO - 0005513,2017-07-14,Distributor,10,3303.1,33031.0,2312.1699999999996,990.9300000000003,ALK-Abello Ltd,Product 2,Christian County/Greene County,MO,Missouri,City,37.19415,-93.2913,166810,Midwest,3050087.565
8063,SO - 0005658,2017-07-14,Wholesale,11,3872.6,42598.6,2517.19,1355.4099999999999,Feednation Corp,Product 13,Fayette County,KY,Kentucky,Urban County ,38.0498,-84.45855,314488,South,3720639.645
8064,SO - 0006828,2017-07-14,Wholesale,6,3819.0,22914.0,2253.21,1565.79,Kaymbo Company,Product 1,Palm Beach County,FL,Florida,City,26.71534,-80.05337,106779,South,3016489.209
8065,SO - 0007626,2017-07-14,Wholesale,8,2311.5,18492.0,1525.5900000000001,785.9099999999999,Terumo Corp,Product 13,San Joaquin County,CA,California,City,37.79743,-121.21605,75448,West,3720639.645
8066,SO - 0009795,2017-07-14,Wholesale,6,3370.1,20220.6,2257.967,1112.1329999999998,Dynazzy Company,Product 17,Maricopa County,AZ,Arizona,City,33.30616,-111.84125,260828,West,2119616.824
8067,SO - 0003511,2017-07-14,Wholesale,8,683.4,5467.2,369.036,314.364,Johnson Ltd,Product 14,Montgomery County,TX,Texas,City,30.31188,-95.45605,68602,South,4028698.4090000005
8068,SO - 0004414,2017-07-14,Distributor,6,958.1,5748.6,450.30699999999996,507.79300000000006,Remedy Ltd,Product 19,Los Angeles County,CA,California,City,34.05223,-118.24368,3971883,West,1645841.6
8069,SO - 0008384,2017-07-14,Wholesale,7,2211.0,15477.0,1392.93,818.0699999999999,Pacific Ltd,Product 26,Guilford County,NC,North Carolina,City,36.07264,-79.79198,285342,South,5685138.2700000005
8070,SO - 0008669,2017-07-14,Wholesale,8,1118.9,8951.2,928.687,190.21300000000008,Oba Company,Product 19,Riverside County,CA,California,City,33.72835,-117.14642,87174,West,1645841.6
8071,SO - 0001032,2017-07-15,Distributor,9,2546.0,22914.0,1654.9,891.0999999999999,Wordpedia Ltd,Product 25,Gaston County,NC,North Carolina,City,35.26208,-81.1873,74543,South,5342315.484
8072,SO - 0001543,2017-07-15,Distributor,7,2445.5,17118.5,1785.215,660.2850000000001,Eayo Company,Product 15,Middlesex County,NJ,New Jersey,Township,40.56073,-74.2927,102105,Northeast,3299478.315
8073,SO - 0002258,2017-07-15,Wholesale,8,998.3000000000001,7986.400000000001,708.793,289.50700000000006,Colgate-Pa Group,Product 3,Larimer County,CO,Colorado,City,40.58526,-105.08442,161175,West,2642352.432
8074,SO - 0003435,2017-07-15,Wholesale,11,214.4,2358.4,120.06400000000002,94.33599999999998,Kare Corp,Product 25,Baltimore County,MD,Maryland,CDP,39.25066,-76.52052,62186,South,5342315.484
8075,SO - 0006510,2017-07-15,Wholesale,11,234.5,2579.5,157.115,77.38499999999999,Pacific Ltd,Product 16,Los Angeles County,CA,California,City,33.88835,-118.30896,60447,West,2062061.144
8076,SO - 0006807,2017-07-15,Wholesale,5,1721.9,8609.5,1343.082,378.818,Topiczoom Corp,Product 5,Fulton County,GA,Georgia,City,34.02893,-84.19858,83335,South,3925424.5420000004
8077,SO - 0007172,2017-07-15,Wholesale,6,194.3,1165.8000000000002,95.20700000000001,99.093,Safecor Corp,Product 1,Suffolk County,NY,New York,Town,40.71258,-73.19552,336113,Northeast,3016489.209
8078,SO - 0007293,2017-07-15,Distributor,5,1018.4,5092.0,723.064,295.336,Jayo Company,Product 20,McLennan County,TX,Texas,City,31.54933,-97.14667,132356,South,2067108.1199999999
8079,SO - 0007524,2017-07-15,Export,6,1172.5,7035.0,961.4499999999999,211.05000000000007,Zoonder Group,Product 9,Orleans Parish,LA,Louisiana,City,29.95465,-90.07507,389617,South,710415.405
8080,SO - 0010101,2017-07-15,Wholesale,10,5393.5,53935.0,3667.5800000000004,1725.9199999999996,Fivechat Company,Product 1,Albany County,NY,New York,Town,42.74333,-73.7856,83661,Northeast,3016489.209
8081,SO - 000305,2017-07-15,Wholesale,11,3477.3,38250.3,2190.699,1286.601,Aldi Ltd,Product 9,Essex County,NJ,New Jersey,Township,40.72386,-74.23252,54580,Northeast,710415.405
8082,SO - 0001388,2017-07-15,Wholesale,10,261.3,2613.0,216.879,44.42100000000002,Lazzy Group,Product 15,Sacramento County,CA,California,CDP,38.49602,-121.40884,50791,West,3299478.315
8083,SO - 0002695,2017-07-15,Wholesale,5,234.5,1172.5,173.53,60.97,Skinder Group,Product 17,Polk County,IA,Iowa,City,41.72971,-93.60577,56764,Midwest,2119616.824
8084,SO - 0002742,2017-07-15,Wholesale,9,1018.4,9165.6,784.168,234.23199999999997,NARS Group,Product 6,Hampden County,MA,Massachusetts,City,42.10148,-72.58981,154341,Northeast,1672229.416
8085,SO - 0005970,2017-07-15,Wholesale,10,944.7,9447.0,472.35,472.35,Remedy Ltd,Product 2,Lafayette Parish,LA,Louisiana,City,30.22409,-92.01984,127657,South,3050087.565
8086,SO - 0006063,2017-07-15,Wholesale,7,891.1,6237.7,623.77,267.33000000000004,Omba Group,Product 19,Caldwell County/Hays County/Guadalupe County,TX,Texas,City,29.8729,-97.93773,60684,South,1645841.6
8087,SO - 0006670,2017-07-15,Distributor,5,5366.7,26833.5,2951.685,2415.015,General Company,Product 17,Los Angeles County,CA,California,City,34.13973,-118.03534,58408,West,2119616.824
8088,SO - 0007368,2017-07-15,Wholesale,11,5896.0,64856.0,3183.84,2712.16,Fivebridge Ltd,Product 2,New Haven County,CT,Connecticut,Town,41.5585,-73.03668,108802,Northeast,3050087.565
8089,SO - 0010336,2017-07-15,Wholesale,9,911.2,8200.800000000001,583.168,328.03200000000004,Lazzy Group,Product 15,Cook County,IL,Illinois,Township,41.69043,-87.74383,152861,Midwest,3299478.315
8090,SO - 0010681,2017-07-15,Wholesale,5,221.1,1105.5,101.706,119.39399999999999,Skinder Group,Product 2,Los Angeles County,CA,California,City,33.84918,-118.38841,68166,West,3050087.565
8091,SO - 0003020,2017-07-15,Wholesale,11,1078.7,11865.7,798.238,280.462,Rochester Group,Product 5,Cook County,IL,Illinois,Township,42.0299,-87.97733,93295,Midwest,3925424.5420000004
8092,SO - 0004358,2017-07-15,Distributor,5,830.8000000000001,4154.0,407.09200000000004,423.708,Jaxbean Group,Product 15,Riverside County,CA,California,City,34.00259,-117.46761,100314,West,3299478.315
8093,SO - 0004377,2017-07-15,Wholesale,10,241.20000000000002,2412.0,132.66000000000003,108.53999999999999,Wordware Company,Product 13,DeKalb County,GA,Georgia,City,33.85844,-84.3402,51910,South,3720639.645
8094,SO - 0006376,2017-07-15,Wholesale,12,2425.4,29104.800000000003,970.1600000000001,1455.24,GOOD Ltd,Product 26,Middlesex County,MA,Massachusetts,City,42.41843,-71.10616,57403,Northeast,5685138.2700000005
8095,SO - 0006788,2017-07-15,Wholesale,11,2438.8,26826.800000000003,1195.0120000000002,1243.788,Pacific Ltd,Product 25,Orange County,FL,Florida,CDP,28.55778,-81.4534,64516,South,5342315.484
8096,SO - 0009827,2017-07-15,Wholesale,12,3986.5,47838.0,3229.065,757.435,Rhynoodle Ltd,Product 20,Palm Beach County,FL,Florida,City,26.71534,-80.05337,106779,South,2067108.1199999999
8097,SO - 0009042,2017-07-15,Wholesale,10,1313.2,13132.0,945.504,367.696,Army Group,Product 25,Harris County/Montgomery County,TX,Texas,CDP,30.17256,-95.50981,102911,South,5342315.484
8098,SO - 000511,2017-07-15,Export,6,3919.5,23517.0,3331.575,587.9250000000002,Skiptube Ltd,Product 20,Douglas County,CO,Colorado,Town,39.37221,-104.85609,55591,West,2067108.1199999999
8099,SO - 0001423,2017-07-15,Wholesale,5,1025.1000000000001,5125.500000000001,563.8050000000002,461.29499999999996,Bath Group,Product 18,Kendall County,IL,Illinois,Township,41.67577,-88.31799,55375,Midwest,2309499.045
8100,SO - 0002741,2017-07-15,Wholesale,9,1775.5,15979.5,1473.665,301.83500000000004,Walgreen Corp,Product 13,Providence County,RI,Rhode Island,City,41.82399,-71.41283,179207,Northeast,3720639.645
8101,SO - 0003881,2017-07-15,Wholesale,10,857.6,8576.0,651.7760000000001,205.82399999999996,Zava Group,Product 17,San Diego County,CA,California,City,33.20004,-117.24254,100890,West,2119616.824
8102,SO - 0005503,2017-07-15,Distributor,6,1011.7,6070.200000000001,435.031,576.6690000000001,SHISEIDO Ltd,Product 5,Richmond County,GA,Georgia,Consolidated Government,33.36149,-82.075,201793,South,3925424.5420000004
8103,SO - 0010513,2017-07-15,Wholesale,9,1728.6000000000001,15557.400000000001,933.4440000000002,795.156,Dynazzy Company,Product 19,Broward County,FL,Florida,City,26.14036,-80.21338,71579,South,1645841.6
8104,SO - 000392,2017-07-15,Wholesale,12,167.5,2010.0,82.075,85.425,Snaptags Ltd,Product 25,Albany County,NY,New York,City,42.65258,-73.75623,98469,Northeast,5342315.484
8105,SO - 0001528,2017-07-15,Wholesale,6,2525.9,15155.400000000001,1944.9430000000002,580.9569999999999,True Ltd,Product 2,Miami-Dade County,FL,Florida,City,25.8576,-80.27811,237069,South,3050087.565
8106,SO - 0003796,2017-07-15,Distributor,11,1112.2,12234.2,456.002,656.1980000000001,Colgate-Pa Group,Product 25,Alameda County,CA,California,City,37.76521,-122.24164,78630,West,5342315.484
8107,SO - 0003833,2017-07-15,Wholesale,11,2834.1,31175.1,1927.188,906.9119999999998,Feednation Corp,Product 25,Ocean County,NJ,New Jersey,Township,40.07706,-74.20037,99262,Northeast,5342315.484
8108,SO - 0005597,2017-07-15,Distributor,10,5353.3,53533.0,4122.041,1231.259,Deseret Group,Product 20,Suffolk County,MA,Massachusetts,City,42.35843,-71.05977,667137,Northeast,2067108.1199999999
8109,SO - 0006428,2017-07-15,Export,12,2934.6,35215.2,1437.954,1496.646,General Company,Product 4,Denver County,CO,Colorado,City,39.73915,-104.9847,682545,West,2885560.824
8110,SO - 0007032,2017-07-15,Wholesale,6,1078.7,6472.200000000001,431.48,647.22,Neutrogena Ltd,Product 24,Cook County,IL,Illinois,Township,42.1014,-87.74493,56499,Midwest,756557.97
8111,SO - 0008577,2017-07-15,Wholesale,7,891.1,6237.7,427.728,463.372,Blogspan Ltd,Product 15,Sacramento County,CA,California,City,38.58157,-121.4944,490712,West,3299478.315
8112,SO - 000206,2017-07-15,Wholesale,7,2887.7000000000003,20213.9,1443.8500000000001,1443.8500000000001,Vimbo Company,Product 1,Riverside County,CA,California,City,33.72835,-117.14642,87174,West,3016489.209
8113,SO - 0003473,2017-07-15,Wholesale,10,2412.0,24120.0,2026.08,385.9200000000001,Aimbo Corp,Product 7,Pueblo County,CO,Colorado,City,38.25445,-104.60914,109412,West,889737.555
8114,SO - 0004244,2017-07-15,Wholesale,11,750.4,8254.4,555.2959999999999,195.10400000000004,Realcube Company,Product 22,Sacramento County,CA,California,City,38.58157,-121.4944,490712,West,663601.902
8115,SO - 0007604,2017-07-15,Wholesale,12,1896.1000000000001,22753.2,1573.7630000000001,322.337,Revitol Company,Product 2,Victoria County,TX,Texas,City,28.80527,-97.0036,67574,South,3050087.565
8116,SO - 0009506,2017-07-15,Wholesale,10,1279.7,12797.0,652.647,627.053,Actavis Company,Product 12,Winnebago County,IL,Illinois,Township,42.24868,-89.07452,173110,Midwest,1356976.996
8117,SO - 0010147,2017-07-15,Wholesale,7,737.0,5159.0,368.5,368.5,sanofi-ave Group,Product 5,Santa Clara County,CA,California,City,37.35411,-121.95524,126215,West,3925424.5420000004
8118,SO - 0009792,2017-07-15,Wholesale,7,1809.0,12663.0,1139.67,669.3299999999999,Twimbo Company,Product 10,Franklin County,WA,Washington,City,46.23958,-119.10057,69451,West,864331.624
8119,SO - 000861,2017-07-16,Wholesale,7,5339.900000000001,37379.3,2830.1470000000004,2509.753,Vimbo Company,Product 9,Rutherford County,TN,Tennessee,City,35.84562,-86.39027,126118,South,710415.405
8120,SO - 0002044,2017-07-16,Wholesale,7,214.4,1500.8,135.072,79.328,Pixoboo Corp,Product 25,Rockwall County/Dallas County,TX,Texas,City,32.91592,-96.54867,60236,South,5342315.484
8121,SO - 0002949,2017-07-16,Wholesale,8,3906.1,31248.8,1601.501,2304.599,Neutrogena Ltd,Product 3,Hartford County,CT,Connecticut,Town,41.76657,-72.75494,63053,Northeast,2642352.432
8122,SO - 0003706,2017-07-16,Wholesale,9,964.8000000000001,8683.2,627.1200000000001,337.67999999999995,Bluezoom Group,Product 6,Middlesex County,MA,Massachusetts,City,42.3751,-71.10561,110402,Northeast,1672229.416
